"region"	"alder"	"kjønn"	"Personer 2023"
"K-3447 Søndre Land"	"57 år"	"Kvinner"	40
"K-3447 Søndre Land"	"58 år"	"Menn"	57
"K-3447 Søndre Land"	"58 år"	"Kvinner"	51
"K-3447 Søndre Land"	"59 år"	"Menn"	38
"K-3447 Søndre Land"	"59 år"	"Kvinner"	52
"K-3447 Søndre Land"	"60 år"	"Menn"	52
"K-3447 Søndre Land"	"60 år"	"Kvinner"	32
"K-3447 Søndre Land"	"61 år"	"Menn"	38
"K-3447 Søndre Land"	"61 år"	"Kvinner"	30
"K-3447 Søndre Land"	"62 år"	"Menn"	45
"K-3447 Søndre Land"	"62 år"	"Kvinner"	43
"K-3447 Søndre Land"	"63 år"	"Menn"	44
"K-3447 Søndre Land"	"63 år"	"Kvinner"	40
"K-3447 Søndre Land"	"64 år"	"Menn"	43
"K-3447 Søndre Land"	"64 år"	"Kvinner"	32
"K-3447 Søndre Land"	"65 år"	"Menn"	50
"K-3447 Søndre Land"	"65 år"	"Kvinner"	36
"K-3447 Søndre Land"	"66 år"	"Menn"	41
"K-3447 Søndre Land"	"66 år"	"Kvinner"	50
"K-3447 Søndre Land"	"67 år"	"Menn"	51
"K-3447 Søndre Land"	"67 år"	"Kvinner"	37
"K-3447 Søndre Land"	"68 år"	"Menn"	49
"K-3447 Søndre Land"	"68 år"	"Kvinner"	35
"K-3447 Søndre Land"	"69 år"	"Menn"	41
"K-3447 Søndre Land"	"69 år"	"Kvinner"	43
"K-3447 Søndre Land"	"70 år"	"Menn"	30
"K-3447 Søndre Land"	"70 år"	"Kvinner"	32
"K-3447 Søndre Land"	"71 år"	"Menn"	35
"K-3447 Søndre Land"	"71 år"	"Kvinner"	31
"K-3447 Søndre Land"	"72 år"	"Menn"	36
"K-3447 Søndre Land"	"72 år"	"Kvinner"	40
"K-3447 Søndre Land"	"73 år"	"Menn"	42
"K-3447 Søndre Land"	"73 år"	"Kvinner"	43
"K-3447 Søndre Land"	"74 år"	"Menn"	41
"K-3447 Søndre Land"	"74 år"	"Kvinner"	32
"K-3447 Søndre Land"	"75 år"	"Menn"	43
"K-3447 Søndre Land"	"75 år"	"Kvinner"	19
"K-3447 Søndre Land"	"76 år"	"Menn"	26
"K-3447 Søndre Land"	"76 år"	"Kvinner"	36
"K-3447 Søndre Land"	"77 år"	"Menn"	18
"K-3447 Søndre Land"	"77 år"	"Kvinner"	29
"K-3447 Søndre Land"	"78 år"	"Menn"	22
"K-3447 Søndre Land"	"78 år"	"Kvinner"	24
"K-3447 Søndre Land"	"79 år"	"Menn"	24
"K-3447 Søndre Land"	"79 år"	"Kvinner"	26
"K-3447 Søndre Land"	"80 år"	"Menn"	25
"K-3447 Søndre Land"	"80 år"	"Kvinner"	23
"K-3447 Søndre Land"	"81 år"	"Menn"	21
"K-3447 Søndre Land"	"81 år"	"Kvinner"	16
"K-3447 Søndre Land"	"82 år"	"Menn"	11
"K-3447 Søndre Land"	"82 år"	"Kvinner"	20
"K-3447 Søndre Land"	"83 år"	"Menn"	12
"K-3447 Søndre Land"	"83 år"	"Kvinner"	19
"K-3447 Søndre Land"	"84 år"	"Menn"	14
"K-3447 Søndre Land"	"84 år"	"Kvinner"	17
"K-3447 Søndre Land"	"85 år"	"Menn"	12
"K-3447 Søndre Land"	"85 år"	"Kvinner"	27
"K-3447 Søndre Land"	"86 år"	"Menn"	14
"K-3447 Søndre Land"	"86 år"	"Kvinner"	10
"K-3447 Søndre Land"	"87 år"	"Menn"	6
"K-3447 Søndre Land"	"87 år"	"Kvinner"	9
"K-3447 Søndre Land"	"88 år"	"Menn"	6
"K-3447 Søndre Land"	"88 år"	"Kvinner"	11
"K-3447 Søndre Land"	"89 år"	"Menn"	2
"K-3447 Søndre Land"	"89 år"	"Kvinner"	7
"K-3447 Søndre Land"	"90 år"	"Menn"	4
"K-3447 Søndre Land"	"90 år"	"Kvinner"	2
"K-3447 Søndre Land"	"91 år"	"Menn"	3
"K-3447 Søndre Land"	"91 år"	"Kvinner"	6
"K-3447 Søndre Land"	"92 år"	"Menn"	4
"K-3447 Søndre Land"	"92 år"	"Kvinner"	4
"K-3447 Søndre Land"	"93 år"	"Menn"	1
"K-3447 Søndre Land"	"93 år"	"Kvinner"	3
"K-3447 Søndre Land"	"94 år"	"Menn"	1
"K-3447 Søndre Land"	"94 år"	"Kvinner"	5
"K-3447 Søndre Land"	"95 år"	"Menn"	0
"K-3447 Søndre Land"	"95 år"	"Kvinner"	3
"K-3447 Søndre Land"	"96 år"	"Menn"	2
"K-3447 Søndre Land"	"96 år"	"Kvinner"	5
"K-3447 Søndre Land"	"97 år"	"Menn"	0
"K-3447 Søndre Land"	"97 år"	"Kvinner"	3
"K-3447 Søndre Land"	"98 år"	"Menn"	0
"K-3447 Søndre Land"	"98 år"	"Kvinner"	1
"K-3447 Søndre Land"	"99 år"	"Menn"	0
"K-3447 Søndre Land"	"99 år"	"Kvinner"	0
"K-3447 Søndre Land"	"100 år"	"Menn"	0
"K-3447 Søndre Land"	"100 år"	"Kvinner"	0
"K-3447 Søndre Land"	"101 år"	"Menn"	0
"K-3447 Søndre Land"	"101 år"	"Kvinner"	1
"K-3447 Søndre Land"	"102 år"	"Menn"	0
"K-3447 Søndre Land"	"102 år"	"Kvinner"	0
"K-3447 Søndre Land"	"103 år"	"Menn"	0
"K-3447 Søndre Land"	"103 år"	"Kvinner"	0
"K-3447 Søndre Land"	"104 år"	"Menn"	0
"K-3447 Søndre Land"	"104 år"	"Kvinner"	0
"K-3447 Søndre Land"	"105 år eller eldre"	"Menn"	0
"K-3447 Søndre Land"	"105 år eller eldre"	"Kvinner"	0
"K-3448 Nordre Land"	"0 år"	"Menn"	27
"K-3448 Nordre Land"	"0 år"	"Kvinner"	19
"K-3448 Nordre Land"	"1 år"	"Menn"	27
"K-3448 Nordre Land"	"1 år"	"Kvinner"	31
"K-3448 Nordre Land"	"2 år"	"Menn"	18
"K-3448 Nordre Land"	"2 år"	"Kvinner"	26
"K-3448 Nordre Land"	"3 år"	"Menn"	32
"K-3448 Nordre Land"	"3 år"	"Kvinner"	36
"K-3448 Nordre Land"	"4 år"	"Menn"	30
"K-3448 Nordre Land"	"4 år"	"Kvinner"	31
"K-3448 Nordre Land"	"5 år"	"Menn"	30
"K-3448 Nordre Land"	"5 år"	"Kvinner"	24
"K-3448 Nordre Land"	"6 år"	"Menn"	38
"K-3448 Nordre Land"	"6 år"	"Kvinner"	27
"K-3448 Nordre Land"	"7 år"	"Menn"	24
"K-3448 Nordre Land"	"7 år"	"Kvinner"	32
"K-3448 Nordre Land"	"8 år"	"Menn"	40
"K-3448 Nordre Land"	"8 år"	"Kvinner"	34
"K-3448 Nordre Land"	"9 år"	"Menn"	34
"K-3448 Nordre Land"	"9 år"	"Kvinner"	31
"K-3448 Nordre Land"	"10 år"	"Menn"	32
"K-3448 Nordre Land"	"10 år"	"Kvinner"	37
"K-3448 Nordre Land"	"11 år"	"Menn"	29
"K-3448 Nordre Land"	"11 år"	"Kvinner"	34
"K-3448 Nordre Land"	"12 år"	"Menn"	38
"K-3448 Nordre Land"	"12 år"	"Kvinner"	39
"K-3448 Nordre Land"	"13 år"	"Menn"	38
"K-3448 Nordre Land"	"13 år"	"Kvinner"	46
"K-3448 Nordre Land"	"14 år"	"Menn"	43
"K-3448 Nordre Land"	"14 år"	"Kvinner"	33
"K-3448 Nordre Land"	"15 år"	"Menn"	38
"K-3448 Nordre Land"	"15 år"	"Kvinner"	36
"K-3448 Nordre Land"	"16 år"	"Menn"	38
"K-3448 Nordre Land"	"16 år"	"Kvinner"	31
"K-3448 Nordre Land"	"17 år"	"Menn"	47
"K-3448 Nordre Land"	"17 år"	"Kvinner"	29
"K-3448 Nordre Land"	"18 år"	"Menn"	39
"K-3448 Nordre Land"	"18 år"	"Kvinner"	33
"K-3448 Nordre Land"	"19 år"	"Menn"	39
"K-3448 Nordre Land"	"19 år"	"Kvinner"	40
"K-3448 Nordre Land"	"20 år"	"Menn"	26
"K-3448 Nordre Land"	"20 år"	"Kvinner"	35
"K-3448 Nordre Land"	"21 år"	"Menn"	26
"K-3448 Nordre Land"	"21 år"	"Kvinner"	27
"K-3448 Nordre Land"	"22 år"	"Menn"	33
"K-3448 Nordre Land"	"22 år"	"Kvinner"	29
"K-3448 Nordre Land"	"23 år"	"Menn"	33
"K-3448 Nordre Land"	"23 år"	"Kvinner"	25
"K-3448 Nordre Land"	"24 år"	"Menn"	37
"K-3448 Nordre Land"	"24 år"	"Kvinner"	42
"K-3448 Nordre Land"	"25 år"	"Menn"	35
"K-3448 Nordre Land"	"25 år"	"Kvinner"	32
"K-3448 Nordre Land"	"26 år"	"Menn"	31
"K-3448 Nordre Land"	"26 år"	"Kvinner"	34
"K-3448 Nordre Land"	"27 år"	"Menn"	47
"K-3448 Nordre Land"	"27 år"	"Kvinner"	39
"K-3448 Nordre Land"	"28 år"	"Menn"	36
"K-3448 Nordre Land"	"28 år"	"Kvinner"	28
"K-3448 Nordre Land"	"29 år"	"Menn"	36
"K-3448 Nordre Land"	"29 år"	"Kvinner"	33
"K-3448 Nordre Land"	"30 år"	"Menn"	39
"K-3448 Nordre Land"	"30 år"	"Kvinner"	33
"K-3448 Nordre Land"	"31 år"	"Menn"	36
"K-3448 Nordre Land"	"31 år"	"Kvinner"	24
"K-3448 Nordre Land"	"32 år"	"Menn"	52
"K-3448 Nordre Land"	"32 år"	"Kvinner"	30
"K-3448 Nordre Land"	"33 år"	"Menn"	32
"K-3448 Nordre Land"	"33 år"	"Kvinner"	31
"K-3448 Nordre Land"	"34 år"	"Menn"	33
"K-3448 Nordre Land"	"34 år"	"Kvinner"	37
"K-3448 Nordre Land"	"35 år"	"Menn"	39
"K-3448 Nordre Land"	"35 år"	"Kvinner"	33
"K-3448 Nordre Land"	"36 år"	"Menn"	17
"K-3448 Nordre Land"	"36 år"	"Kvinner"	37
"K-3448 Nordre Land"	"37 år"	"Menn"	43
"K-3448 Nordre Land"	"37 år"	"Kvinner"	28
"K-3448 Nordre Land"	"38 år"	"Menn"	26
"K-3448 Nordre Land"	"38 år"	"Kvinner"	40
"K-3448 Nordre Land"	"39 år"	"Menn"	47
"K-3448 Nordre Land"	"39 år"	"Kvinner"	33
"K-3448 Nordre Land"	"40 år"	"Menn"	37
"K-3448 Nordre Land"	"40 år"	"Kvinner"	26
"K-3448 Nordre Land"	"41 år"	"Menn"	46
"K-3448 Nordre Land"	"41 år"	"Kvinner"	22
"K-3448 Nordre Land"	"42 år"	"Menn"	19
"K-3448 Nordre Land"	"42 år"	"Kvinner"	34
"K-3448 Nordre Land"	"43 år"	"Menn"	34
"K-3448 Nordre Land"	"43 år"	"Kvinner"	42
"K-3448 Nordre Land"	"44 år"	"Menn"	35
"K-3448 Nordre Land"	"44 år"	"Kvinner"	42
"K-3448 Nordre Land"	"45 år"	"Menn"	32
"K-3448 Nordre Land"	"45 år"	"Kvinner"	35
"K-3448 Nordre Land"	"46 år"	"Menn"	38
"K-3448 Nordre Land"	"46 år"	"Kvinner"	34
"K-3448 Nordre Land"	"47 år"	"Menn"	42
"K-3448 Nordre Land"	"47 år"	"Kvinner"	47
"K-3448 Nordre Land"	"48 år"	"Menn"	38
"K-3448 Nordre Land"	"48 år"	"Kvinner"	45
"K-3448 Nordre Land"	"49 år"	"Menn"	44
"K-3448 Nordre Land"	"49 år"	"Kvinner"	46
"K-3448 Nordre Land"	"50 år"	"Menn"	48
"K-3448 Nordre Land"	"50 år"	"Kvinner"	52
"K-3448 Nordre Land"	"51 år"	"Menn"	51
"K-3448 Nordre Land"	"51 år"	"Kvinner"	53
"K-3448 Nordre Land"	"52 år"	"Menn"	54
"K-3448 Nordre Land"	"52 år"	"Kvinner"	49
"K-3448 Nordre Land"	"53 år"	"Menn"	50
"K-3448 Nordre Land"	"53 år"	"Kvinner"	61
"K-3448 Nordre Land"	"54 år"	"Menn"	45
"K-3448 Nordre Land"	"54 år"	"Kvinner"	44
"K-3448 Nordre Land"	"55 år"	"Menn"	61
"K-3448 Nordre Land"	"55 år"	"Kvinner"	53
"K-3448 Nordre Land"	"56 år"	"Menn"	50
"K-3448 Nordre Land"	"56 år"	"Kvinner"	50
"K-3448 Nordre Land"	"57 år"	"Menn"	59
"K-3448 Nordre Land"	"57 år"	"Kvinner"	45
"K-3448 Nordre Land"	"58 år"	"Menn"	64
"K-3448 Nordre Land"	"58 år"	"Kvinner"	56
"K-3448 Nordre Land"	"59 år"	"Menn"	54
"K-3448 Nordre Land"	"59 år"	"Kvinner"	47
"K-3448 Nordre Land"	"60 år"	"Menn"	41
"K-3448 Nordre Land"	"60 år"	"Kvinner"	55
"K-3448 Nordre Land"	"61 år"	"Menn"	47
"K-3448 Nordre Land"	"61 år"	"Kvinner"	43
"K-3448 Nordre Land"	"62 år"	"Menn"	40
"K-3448 Nordre Land"	"62 år"	"Kvinner"	51
"K-3448 Nordre Land"	"63 år"	"Menn"	43
"K-3448 Nordre Land"	"63 år"	"Kvinner"	41
"K-3448 Nordre Land"	"64 år"	"Menn"	50
"K-3448 Nordre Land"	"64 år"	"Kvinner"	50
"K-3448 Nordre Land"	"65 år"	"Menn"	56
"K-3448 Nordre Land"	"65 år"	"Kvinner"	40
"K-3448 Nordre Land"	"66 år"	"Menn"	44
"K-3448 Nordre Land"	"66 år"	"Kvinner"	47
"K-3448 Nordre Land"	"67 år"	"Menn"	47
"K-3448 Nordre Land"	"67 år"	"Kvinner"	45
"K-3448 Nordre Land"	"68 år"	"Menn"	45
"K-3448 Nordre Land"	"68 år"	"Kvinner"	46
"K-3448 Nordre Land"	"69 år"	"Menn"	42
"K-3448 Nordre Land"	"69 år"	"Kvinner"	29
"K-3448 Nordre Land"	"70 år"	"Menn"	48
"K-3448 Nordre Land"	"70 år"	"Kvinner"	37
"K-3448 Nordre Land"	"71 år"	"Menn"	43
"K-3448 Nordre Land"	"71 år"	"Kvinner"	42
"K-3448 Nordre Land"	"72 år"	"Menn"	32
"K-3448 Nordre Land"	"72 år"	"Kvinner"	48
"K-3448 Nordre Land"	"73 år"	"Menn"	48
"K-3448 Nordre Land"	"73 år"	"Kvinner"	49
"K-3448 Nordre Land"	"74 år"	"Menn"	27
"K-3448 Nordre Land"	"74 år"	"Kvinner"	39
"K-3448 Nordre Land"	"75 år"	"Menn"	41
"K-3448 Nordre Land"	"75 år"	"Kvinner"	42
"K-3448 Nordre Land"	"76 år"	"Menn"	40
"K-3448 Nordre Land"	"76 år"	"Kvinner"	43
"K-3448 Nordre Land"	"77 år"	"Menn"	34
"K-3448 Nordre Land"	"77 år"	"Kvinner"	40
"K-3448 Nordre Land"	"78 år"	"Menn"	28
"K-3448 Nordre Land"	"78 år"	"Kvinner"	30
"K-3448 Nordre Land"	"79 år"	"Menn"	14
"K-3448 Nordre Land"	"79 år"	"Kvinner"	31
"K-3448 Nordre Land"	"80 år"	"Menn"	25
"K-3448 Nordre Land"	"80 år"	"Kvinner"	31
"K-3448 Nordre Land"	"81 år"	"Menn"	15
"K-3448 Nordre Land"	"81 år"	"Kvinner"	29
"K-3448 Nordre Land"	"82 år"	"Menn"	13
"K-3448 Nordre Land"	"82 år"	"Kvinner"	38
"K-3448 Nordre Land"	"83 år"	"Menn"	16
"K-3448 Nordre Land"	"83 år"	"Kvinner"	16
"K-3448 Nordre Land"	"84 år"	"Menn"	21
"K-3448 Nordre Land"	"84 år"	"Kvinner"	23
"K-3448 Nordre Land"	"85 år"	"Menn"	7
"K-3448 Nordre Land"	"85 år"	"Kvinner"	14
"K-3448 Nordre Land"	"86 år"	"Menn"	9
"K-3448 Nordre Land"	"86 år"	"Kvinner"	16
"K-3448 Nordre Land"	"87 år"	"Menn"	9
"K-3448 Nordre Land"	"87 år"	"Kvinner"	17
"K-3448 Nordre Land"	"88 år"	"Menn"	14
"K-3448 Nordre Land"	"88 år"	"Kvinner"	11
"K-3448 Nordre Land"	"89 år"	"Menn"	6
"K-3448 Nordre Land"	"89 år"	"Kvinner"	12
"K-3448 Nordre Land"	"90 år"	"Menn"	1
"K-3448 Nordre Land"	"90 år"	"Kvinner"	9
"K-3448 Nordre Land"	"91 år"	"Menn"	3
"K-3448 Nordre Land"	"91 år"	"Kvinner"	10
"K-3448 Nordre Land"	"92 år"	"Menn"	2
"K-3448 Nordre Land"	"92 år"	"Kvinner"	3
"K-3448 Nordre Land"	"93 år"	"Menn"	0
"K-3448 Nordre Land"	"93 år"	"Kvinner"	7
"K-3448 Nordre Land"	"94 år"	"Menn"	6
"K-3448 Nordre Land"	"94 år"	"Kvinner"	6
"K-3448 Nordre Land"	"95 år"	"Menn"	1
"K-3448 Nordre Land"	"95 år"	"Kvinner"	0
"K-3448 Nordre Land"	"96 år"	"Menn"	3
"K-3448 Nordre Land"	"96 år"	"Kvinner"	2
"K-3448 Nordre Land"	"97 år"	"Menn"	1
"K-3448 Nordre Land"	"97 år"	"Kvinner"	2
"K-3448 Nordre Land"	"98 år"	"Menn"	0
"K-3448 Nordre Land"	"98 år"	"Kvinner"	3
"K-3448 Nordre Land"	"99 år"	"Menn"	0
"K-3448 Nordre Land"	"99 år"	"Kvinner"	0
"K-3448 Nordre Land"	"100 år"	"Menn"	0
"K-3448 Nordre Land"	"100 år"	"Kvinner"	0
"K-3448 Nordre Land"	"101 år"	"Menn"	0
"K-3448 Nordre Land"	"101 år"	"Kvinner"	0
"K-3448 Nordre Land"	"102 år"	"Menn"	0
"K-3448 Nordre Land"	"102 år"	"Kvinner"	0
"K-3448 Nordre Land"	"103 år"	"Menn"	0
"K-3448 Nordre Land"	"103 år"	"Kvinner"	0
"K-3448 Nordre Land"	"104 år"	"Menn"	0
"K-3448 Nordre Land"	"104 år"	"Kvinner"	0
"K-3448 Nordre Land"	"105 år eller eldre"	"Menn"	0
"K-3448 Nordre Land"	"105 år eller eldre"	"Kvinner"	0
"K-3449 Sør-Aurdal"	"0 år"	"Menn"	15
"K-3449 Sør-Aurdal"	"0 år"	"Kvinner"	12
"K-3449 Sør-Aurdal"	"1 år"	"Menn"	5
"K-3449 Sør-Aurdal"	"1 år"	"Kvinner"	7
"K-3449 Sør-Aurdal"	"2 år"	"Menn"	8
"K-3449 Sør-Aurdal"	"2 år"	"Kvinner"	2
"K-3449 Sør-Aurdal"	"3 år"	"Menn"	10
"K-3449 Sør-Aurdal"	"3 år"	"Kvinner"	13
"K-3449 Sør-Aurdal"	"4 år"	"Menn"	9
"K-3449 Sør-Aurdal"	"4 år"	"Kvinner"	13
"K-3449 Sør-Aurdal"	"5 år"	"Menn"	14
"K-3449 Sør-Aurdal"	"5 år"	"Kvinner"	6
"K-3449 Sør-Aurdal"	"6 år"	"Menn"	14
"K-3449 Sør-Aurdal"	"6 år"	"Kvinner"	13
"K-3449 Sør-Aurdal"	"7 år"	"Menn"	12
"K-3449 Sør-Aurdal"	"7 år"	"Kvinner"	17
"K-3449 Sør-Aurdal"	"8 år"	"Menn"	18
"K-3449 Sør-Aurdal"	"8 år"	"Kvinner"	11
"K-3449 Sør-Aurdal"	"9 år"	"Menn"	14
"K-3449 Sør-Aurdal"	"9 år"	"Kvinner"	10
"K-3449 Sør-Aurdal"	"10 år"	"Menn"	20
"K-3449 Sør-Aurdal"	"10 år"	"Kvinner"	10
"K-3449 Sør-Aurdal"	"11 år"	"Menn"	11
"K-3449 Sør-Aurdal"	"11 år"	"Kvinner"	21
"K-3449 Sør-Aurdal"	"12 år"	"Menn"	11
"K-3449 Sør-Aurdal"	"12 år"	"Kvinner"	10
"K-3449 Sør-Aurdal"	"13 år"	"Menn"	21
"K-3449 Sør-Aurdal"	"13 år"	"Kvinner"	18
"K-3449 Sør-Aurdal"	"14 år"	"Menn"	20
"K-3449 Sør-Aurdal"	"14 år"	"Kvinner"	12
"K-3449 Sør-Aurdal"	"15 år"	"Menn"	19
"K-3449 Sør-Aurdal"	"15 år"	"Kvinner"	12
"K-3449 Sør-Aurdal"	"16 år"	"Menn"	17
"K-3449 Sør-Aurdal"	"16 år"	"Kvinner"	12
"K-3449 Sør-Aurdal"	"17 år"	"Menn"	14
"K-3449 Sør-Aurdal"	"17 år"	"Kvinner"	9
"K-3449 Sør-Aurdal"	"18 år"	"Menn"	17
"K-3449 Sør-Aurdal"	"18 år"	"Kvinner"	18
"K-3449 Sør-Aurdal"	"19 år"	"Menn"	21
"K-3449 Sør-Aurdal"	"19 år"	"Kvinner"	13
"K-3449 Sør-Aurdal"	"20 år"	"Menn"	19
"K-3449 Sør-Aurdal"	"20 år"	"Kvinner"	6
"K-3449 Sør-Aurdal"	"21 år"	"Menn"	14
"K-3449 Sør-Aurdal"	"21 år"	"Kvinner"	12
"K-3449 Sør-Aurdal"	"22 år"	"Menn"	19
"K-3449 Sør-Aurdal"	"22 år"	"Kvinner"	23
"K-3449 Sør-Aurdal"	"23 år"	"Menn"	17
"K-3449 Sør-Aurdal"	"23 år"	"Kvinner"	16
"K-3449 Sør-Aurdal"	"24 år"	"Menn"	17
"K-3449 Sør-Aurdal"	"24 år"	"Kvinner"	13
"K-3449 Sør-Aurdal"	"25 år"	"Menn"	22
"K-3449 Sør-Aurdal"	"25 år"	"Kvinner"	11
"K-3449 Sør-Aurdal"	"26 år"	"Menn"	15
"K-3449 Sør-Aurdal"	"26 år"	"Kvinner"	16
"K-3449 Sør-Aurdal"	"27 år"	"Menn"	18
"K-3449 Sør-Aurdal"	"27 år"	"Kvinner"	13
"K-3449 Sør-Aurdal"	"28 år"	"Menn"	11
"K-3449 Sør-Aurdal"	"28 år"	"Kvinner"	14
"K-3449 Sør-Aurdal"	"29 år"	"Menn"	10
"K-3449 Sør-Aurdal"	"29 år"	"Kvinner"	11
"K-3449 Sør-Aurdal"	"30 år"	"Menn"	19
"K-3449 Sør-Aurdal"	"30 år"	"Kvinner"	13
"K-3449 Sør-Aurdal"	"31 år"	"Menn"	8
"K-3449 Sør-Aurdal"	"31 år"	"Kvinner"	4
"K-3449 Sør-Aurdal"	"32 år"	"Menn"	13
"K-3449 Sør-Aurdal"	"32 år"	"Kvinner"	20
"K-3449 Sør-Aurdal"	"33 år"	"Menn"	22
"K-3449 Sør-Aurdal"	"33 år"	"Kvinner"	13
"K-3449 Sør-Aurdal"	"34 år"	"Menn"	14
"K-3449 Sør-Aurdal"	"34 år"	"Kvinner"	18
"K-3449 Sør-Aurdal"	"35 år"	"Menn"	12
"K-3449 Sør-Aurdal"	"35 år"	"Kvinner"	16
"K-3449 Sør-Aurdal"	"36 år"	"Menn"	16
"K-3449 Sør-Aurdal"	"36 år"	"Kvinner"	16
"K-3449 Sør-Aurdal"	"37 år"	"Menn"	17
"K-3449 Sør-Aurdal"	"37 år"	"Kvinner"	11
"K-3449 Sør-Aurdal"	"38 år"	"Menn"	14
"K-3449 Sør-Aurdal"	"38 år"	"Kvinner"	15
"K-3449 Sør-Aurdal"	"39 år"	"Menn"	16
"K-3449 Sør-Aurdal"	"39 år"	"Kvinner"	14
"K-3449 Sør-Aurdal"	"40 år"	"Menn"	10
"K-3449 Sør-Aurdal"	"40 år"	"Kvinner"	12
"K-3449 Sør-Aurdal"	"41 år"	"Menn"	21
"K-3449 Sør-Aurdal"	"41 år"	"Kvinner"	16
"K-3449 Sør-Aurdal"	"42 år"	"Menn"	14
"K-3449 Sør-Aurdal"	"42 år"	"Kvinner"	14
"K-3449 Sør-Aurdal"	"43 år"	"Menn"	17
"K-3449 Sør-Aurdal"	"43 år"	"Kvinner"	15
"K-3449 Sør-Aurdal"	"44 år"	"Menn"	7
"K-3449 Sør-Aurdal"	"44 år"	"Kvinner"	17
"K-3449 Sør-Aurdal"	"45 år"	"Menn"	16
"K-3449 Sør-Aurdal"	"45 år"	"Kvinner"	19
"K-3449 Sør-Aurdal"	"46 år"	"Menn"	14
"K-3449 Sør-Aurdal"	"46 år"	"Kvinner"	20
"K-3449 Sør-Aurdal"	"47 år"	"Menn"	18
"K-3449 Sør-Aurdal"	"47 år"	"Kvinner"	11
"K-3449 Sør-Aurdal"	"48 år"	"Menn"	24
"K-3449 Sør-Aurdal"	"48 år"	"Kvinner"	18
"K-3449 Sør-Aurdal"	"49 år"	"Menn"	18
"K-3449 Sør-Aurdal"	"49 år"	"Kvinner"	16
"K-3449 Sør-Aurdal"	"50 år"	"Menn"	24
"K-3449 Sør-Aurdal"	"50 år"	"Kvinner"	14
"K-3449 Sør-Aurdal"	"51 år"	"Menn"	20
"K-3449 Sør-Aurdal"	"51 år"	"Kvinner"	14
"K-3449 Sør-Aurdal"	"52 år"	"Menn"	25
"K-3449 Sør-Aurdal"	"52 år"	"Kvinner"	20
"K-3449 Sør-Aurdal"	"53 år"	"Menn"	21
"K-3449 Sør-Aurdal"	"53 år"	"Kvinner"	20
"K-3449 Sør-Aurdal"	"54 år"	"Menn"	22
"K-3449 Sør-Aurdal"	"54 år"	"Kvinner"	11
"K-3449 Sør-Aurdal"	"55 år"	"Menn"	19
"K-3449 Sør-Aurdal"	"55 år"	"Kvinner"	29
"K-3449 Sør-Aurdal"	"56 år"	"Menn"	29
"K-3449 Sør-Aurdal"	"56 år"	"Kvinner"	24
"K-3449 Sør-Aurdal"	"57 år"	"Menn"	21
"K-3449 Sør-Aurdal"	"57 år"	"Kvinner"	18
"K-3449 Sør-Aurdal"	"58 år"	"Menn"	26
"K-3449 Sør-Aurdal"	"58 år"	"Kvinner"	26
"K-3449 Sør-Aurdal"	"59 år"	"Menn"	21
"K-3449 Sør-Aurdal"	"59 år"	"Kvinner"	33
"K-3449 Sør-Aurdal"	"60 år"	"Menn"	33
"K-3449 Sør-Aurdal"	"60 år"	"Kvinner"	20
"K-3449 Sør-Aurdal"	"61 år"	"Menn"	32
"K-3449 Sør-Aurdal"	"61 år"	"Kvinner"	17
"K-3449 Sør-Aurdal"	"62 år"	"Menn"	17
"K-3449 Sør-Aurdal"	"62 år"	"Kvinner"	13
"K-3449 Sør-Aurdal"	"63 år"	"Menn"	18
"K-3449 Sør-Aurdal"	"63 år"	"Kvinner"	29
"K-3449 Sør-Aurdal"	"64 år"	"Menn"	22
"K-3449 Sør-Aurdal"	"64 år"	"Kvinner"	16
"K-3449 Sør-Aurdal"	"65 år"	"Menn"	23
"K-3449 Sør-Aurdal"	"65 år"	"Kvinner"	18
"K-3449 Sør-Aurdal"	"66 år"	"Menn"	21
"K-3449 Sør-Aurdal"	"66 år"	"Kvinner"	18
"K-3449 Sør-Aurdal"	"67 år"	"Menn"	24
"K-3449 Sør-Aurdal"	"67 år"	"Kvinner"	23
"K-3449 Sør-Aurdal"	"68 år"	"Menn"	18
"K-3449 Sør-Aurdal"	"68 år"	"Kvinner"	18
"K-3449 Sør-Aurdal"	"69 år"	"Menn"	21
"K-3449 Sør-Aurdal"	"69 år"	"Kvinner"	10
"K-3449 Sør-Aurdal"	"70 år"	"Menn"	20
"K-3449 Sør-Aurdal"	"70 år"	"Kvinner"	21
"K-3449 Sør-Aurdal"	"71 år"	"Menn"	18
"K-3449 Sør-Aurdal"	"71 år"	"Kvinner"	32
"K-3449 Sør-Aurdal"	"72 år"	"Menn"	17
"K-3449 Sør-Aurdal"	"72 år"	"Kvinner"	17
"K-3449 Sør-Aurdal"	"73 år"	"Menn"	19
"K-3449 Sør-Aurdal"	"73 år"	"Kvinner"	23
"K-3449 Sør-Aurdal"	"74 år"	"Menn"	18
"K-3449 Sør-Aurdal"	"74 år"	"Kvinner"	14
"K-3449 Sør-Aurdal"	"75 år"	"Menn"	19
"K-3449 Sør-Aurdal"	"75 år"	"Kvinner"	12
"K-3449 Sør-Aurdal"	"76 år"	"Menn"	19
"K-3449 Sør-Aurdal"	"76 år"	"Kvinner"	27
"K-3449 Sør-Aurdal"	"77 år"	"Menn"	12
"K-3449 Sør-Aurdal"	"77 år"	"Kvinner"	22
